Orthogroup	Duplications (all)	Duplications (50% support)
OG0011092	0	0
OG0011093	0	0
OG0011094	0	0
OG0011095	0	0
OG0011096	0	0
OG0011097	0	0
OG0011098	0	0
OG0011099	0	0
OG0011100	0	0
OG0011101	0	0
OG0011102	0	0
OG0011103	0	0
OG0011104	0	0
OG0011105	0	0
OG0011106	0	0
OG0011107	0	0
OG0011108	0	0
OG0011109	0	0
OG0011110	0	0
OG0011111	0	0
OG0011112	0	0
OG0011113	0	0
OG0011114	0	0
OG0011115	0	0
OG0011116	0	0
OG0011117	0	0
OG0011118	0	0
OG0011119	0	0
OG0011120	0	0
OG0011121	0	0
OG0011122	1	1
OG0011123	0	0
OG0011124	0	0
OG0011125	0	0
OG0011126	0	0
OG0011127	0	0
OG0011128	0	0
OG0011129	0	0
OG0011130	0	0
OG0011131	0	0
OG0011132	0	0
OG0011133	0	0
OG0011134	0	0
OG0011135	0	0
OG0011136	0	0
OG0011137	0	0
OG0011138	0	0
OG0011139	0	0
OG0011140	0	0
OG0011141	1	1
OG0011142	0	0
OG0011143	0	0
OG0011144	0	0
OG0011145	0	0
OG0011146	0	0
OG0011147	0	0
OG0011148	0	0
OG0011149	0	0
OG0011150	0	0
OG0011151	0	0
OG0011152	0	0
OG0011153	0	0
OG0011154	0	0
OG0011155	0	0
OG0011156	0	0
OG0011157	0	0
OG0011158	0	0
OG0011159	0	0
OG0011160	0	0
OG0011161	0	0
OG0011162	0	0
OG0011163	0	0
OG0011164	0	0
OG0011165	0	0
OG0011166	0	0
OG0011167	0	0
OG0011168	0	0
OG0011169	0	0
OG0011170	0	0
OG0011171	0	0
OG0011172	0	0
OG0011173	0	0
OG0011174	0	0
OG0011175	0	0
OG0011176	0	0
OG0011177	0	0
OG0011178	0	0
OG0011179	0	0
OG0011180	0	0
OG0011181	0	0
OG0011182	0	0
OG0011183	0	0
OG0011184	0	0
OG0011185	0	0
OG0011186	0	0
OG0011187	0	0
OG0011188	0	0
OG0011189	0	0
OG0011190	0	0
OG0011191	0	0
OG0011192	0	0
OG0011193	0	0
OG0011194	0	0
OG0011195	0	0
OG0011196	0	0
OG0011197	0	0
OG0011198	0	0
OG0011199	0	0
OG0011200	0	0
OG0011201	0	0
OG0011202	0	0
OG0011203	0	0
OG0011204	0	0
OG0011205	0	0
OG0011206	0	0
OG0011207	0	0
OG0011208	0	0
OG0011209	0	0
OG0011210	0	0
OG0011211	0	0
OG0011212	0	0
OG0011213	0	0
OG0011214	0	0
OG0011215	0	0
OG0011216	0	0
OG0011217	0	0
OG0011218	0	0
OG0011219	0	0
OG0011220	0	0
OG0011221	0	0
OG0011222	0	0
OG0011223	0	0
OG0011224	0	0
OG0011225	0	0
OG0011226	0	0
OG0011227	0	0
OG0011228	0	0
OG0011229	0	0
OG0011230	0	0
OG0011231	1	1
OG0011232	0	0
OG0011233	0	0
OG0011234	0	0
OG0011235	0	0
OG0011236	0	0
OG0011237	0	0
OG0011238	0	0
OG0011239	0	0
OG0011240	0	0
OG0011241	0	0
OG0011242	0	0
OG0011243	0	0
OG0011244	0	0
OG0011245	0	0
OG0011246	0	0
OG0011247	0	0
OG0011248	0	0
OG0011249	0	0
OG0011250	0	0
OG0011251	0	0
OG0011252	0	0
OG0011253	0	0
OG0011254	0	0
OG0011255	0	0
OG0011256	0	0
OG0011257	0	0
OG0011258	1	1
OG0011259	0	0
OG0011260	0	0
OG0011261	0	0
OG0011262	0	0
OG0011263	0	0
OG0011264	0	0
OG0011265	0	0
OG0011266	0	0
OG0011267	0	0
OG0011268	0	0
OG0011269	0	0
OG0011270	0	0
OG0011271	0	0
OG0011272	0	0
OG0011273	0	0
OG0011274	0	0
OG0011275	0	0
OG0011276	0	0
OG0011277	0	0
OG0011278	0	0
OG0011279	1	1
OG0011280	0	0
OG0011281	0	0
OG0011282	0	0
OG0011283	0	0
OG0011284	0	0
OG0011285	0	0
OG0011286	0	0
OG0011287	0	0
OG0011288	0	0
OG0011289	0	0
OG0011290	0	0
OG0011291	0	0
OG0011292	0	0
OG0011293	0	0
OG0011294	0	0
OG0011295	0	0
OG0011296	0	0
OG0011297	0	0
OG0011298	0	0
OG0011299	0	0
OG0011300	0	0
OG0011301	0	0
OG0011302	0	0
OG0011303	0	0
OG0011304	0	0
OG0011305	0	0
OG0011306	0	0
OG0011307	0	0
OG0011308	0	0
OG0011309	0	0
OG0011310	0	0
OG0011311	0	0
OG0011312	0	0
OG0011313	0	0
OG0011314	0	0
OG0011315	0	0
OG0011316	0	0
OG0011317	0	0
OG0011318	0	0
OG0011319	0	0
OG0011320	0	0
OG0011321	1	0
OG0011322	0	0
OG0011323	0	0
OG0011324	0	0
OG0011325	0	0
OG0011326	0	0
OG0011327	0	0
OG0011328	0	0
OG0011329	0	0
OG0011330	0	0
OG0011331	0	0
OG0011332	0	0
OG0011333	0	0
OG0011334	0	0
OG0011335	0	0
OG0011336	0	0
OG0011337	0	0
OG0011338	0	0
OG0011339	0	0
OG0011340	0	0
OG0011341	0	0
OG0011342	0	0
OG0011343	0	0
OG0011344	0	0
OG0011345	0	0
OG0011346	0	0
OG0011347	0	0
OG0011348	0	0
OG0011349	0	0
OG0011350	0	0
OG0011351	0	0
OG0011352	0	0
OG0011353	0	0
OG0011354	0	0
OG0011355	0	0
OG0011356	0	0
OG0011357	0	0
OG0011358	0	0
OG0011359	0	0
OG0011360	0	0
OG0011361	0	0
OG0011362	0	0
OG0011363	0	0
OG0011364	0	0
OG0011365	1	1
OG0011366	0	0
OG0011367	0	0
OG0011368	0	0
OG0011369	1	1
OG0011370	0	0
OG0011371	0	0
OG0011372	0	0
OG0011373	0	0
OG0011374	0	0
OG0011375	0	0
OG0011376	0	0
OG0011377	0	0
OG0011378	0	0
OG0011379	0	0
OG0011380	0	0
OG0011381	0	0
OG0011382	0	0
OG0011383	0	0
OG0011384	0	0
OG0011385	0	0
OG0011386	0	0
OG0011387	0	0
OG0011388	0	0
OG0011389	0	0
OG0011390	0	0
OG0011391	0	0
OG0011392	0	0
OG0011393	0	0
OG0011394	0	0
OG0011395	0	0
OG0011396	0	0
OG0011397	0	0
OG0011398	0	0
OG0011399	0	0
OG0011400	0	0
OG0011401	0	0
OG0011402	0	0
OG0011403	0	0
OG0011404	0	0
OG0011405	0	0
OG0011406	0	0
OG0011407	0	0
OG0011408	0	0
OG0011409	0	0
OG0011410	0	0
OG0011411	0	0
OG0011412	0	0
OG0011413	0	0
OG0011414	0	0
OG0011415	0	0
OG0011416	0	0
OG0011417	0	0
OG0011418	0	0
OG0011419	0	0
OG0011420	0	0
OG0011421	0	0
OG0011422	0	0
OG0011423	0	0
OG0011424	0	0
OG0011425	0	0
OG0011426	0	0
OG0011427	0	0
OG0011428	0	0
OG0011429	0	0
OG0011430	0	0
OG0011431	0	0
OG0011432	0	0
OG0011433	0	0
OG0011434	1	1
OG0011435	1	1
OG0011436	0	0
OG0011437	0	0
OG0011438	0	0
OG0011439	1	1
OG0011440	0	0
OG0011441	0	0
OG0011442	0	0
OG0011443	0	0
OG0011444	0	0
OG0011445	2	2
OG0011446	1	1
OG0011447	0	0
OG0011448	0	0
OG0011449	0	0
OG0011450	0	0
OG0011451	1	1
OG0011452	0	0
OG0011453	0	0
OG0011454	0	0
OG0011455	0	0
OG0011456	0	0
OG0011457	0	0
OG0011458	0	0
OG0011459	0	0
OG0011460	0	0
OG0011461	0	0
OG0011462	0	0
OG0011463	0	0
OG0011464	0	0
OG0011465	0	0
OG0011466	0	0
OG0011467	0	0
OG0011468	0	0
OG0011469	0	0
OG0011470	0	0
OG0011471	0	0
OG0011472	0	0
OG0011473	0	0
OG0011474	0	0
OG0011475	0	0
OG0011476	0	0
OG0011477	0	0
OG0011478	0	0
OG0011479	0	0
OG0011480	0	0
OG0011481	0	0
OG0011482	7	6
OG0011483	0	0
OG0011484	0	0
OG0011485	0	0
OG0011486	0	0
OG0011487	0	0
OG0011488	0	0
OG0011489	0	0
OG0011490	0	0
OG0011491	0	0
OG0011492	0	0
OG0011493	0	0
OG0011494	0	0
OG0011495	0	0
OG0011496	0	0
OG0011497	0	0
OG0011498	0	0
OG0011499	0	0
OG0011500	0	0
OG0011501	0	0
OG0011502	0	0
OG0011503	0	0
OG0011504	0	0
OG0011505	0	0
OG0011506	0	0
OG0011507	0	0
OG0011508	0	0
OG0011509	0	0
OG0011510	0	0
OG0011511	0	0
OG0011512	0	0
OG0011513	0	0
OG0011514	0	0
OG0011515	0	0
OG0011516	0	0
OG0011517	0	0
OG0011518	0	0
OG0011519	0	0
OG0011520	0	0
OG0011521	0	0
OG0011522	0	0
OG0011523	0	0
OG0011524	0	0
OG0011525	0	0
OG0011526	0	0
OG0011527	0	0
OG0011528	0	0
OG0011529	0	0
OG0011530	0	0
OG0011531	0	0
OG0011532	0	0
OG0011533	0	0
OG0011534	0	0
OG0011535	0	0
OG0011536	0	0
OG0011537	0	0
OG0011538	0	0
OG0011539	0	0
OG0011540	0	0
OG0011541	0	0
OG0011542	0	0
OG0011543	0	0
OG0011544	0	0
OG0011545	0	0
OG0011546	0	0
OG0011547	0	0
OG0011548	0	0
OG0011549	0	0
OG0011550	0	0
OG0011551	0	0
OG0011552	0	0
OG0011553	0	0
OG0011554	0	0
OG0011555	0	0
OG0011556	0	0
OG0011557	0	0
OG0011558	0	0
OG0011559	0	0
OG0011560	0	0
OG0011561	0	0
OG0011562	0	0
OG0011563	0	0
OG0011564	0	0
OG0011565	0	0
OG0011566	0	0
OG0011567	0	0
OG0011568	0	0
OG0011569	0	0
OG0011570	0	0
OG0011571	1	1
OG0011572	1	1
OG0011573	0	0
OG0011574	2	2
OG0011575	0	0
OG0011576	0	0
OG0011577	0	0
OG0011578	0	0
OG0011579	0	0
OG0011580	0	0
OG0011581	0	0
OG0011582	0	0
OG0011583	0	0
OG0011584	0	0
OG0011585	0	0
OG0011586	0	0
OG0011587	0	0
OG0011588	0	0
OG0011589	0	0
OG0011590	0	0
OG0011591	1	1
OG0011592	0	0
OG0011593	0	0
OG0011594	0	0
OG0011595	0	0
OG0011596	0	0
OG0011597	0	0
OG0011598	0	0
OG0011599	0	0
OG0011600	0	0
OG0011601	0	0
OG0011602	0	0
OG0011603	0	0
OG0011604	0	0
OG0011605	0	0
OG0011606	0	0
OG0011607	0	0
OG0011608	0	0
OG0011609	0	0
OG0011610	0	0
OG0011611	0	0
OG0011612	0	0
OG0011613	0	0
OG0011614	0	0
OG0011615	0	0
OG0011616	0	0
OG0011617	0	0
OG0011618	0	0
OG0011619	0	0
OG0011620	0	0
OG0011621	0	0
OG0011622	0	0
OG0011623	0	0
OG0011624	0	0
OG0011625	0	0
OG0011626	0	0
OG0011627	0	0
OG0011628	0	0
OG0011629	0	0
OG0011630	0	0
OG0011631	0	0
OG0011632	0	0
OG0011633	0	0
OG0011634	0	0
OG0011635	0	0
OG0011636	0	0
OG0011637	0	0
OG0011638	0	0
OG0011639	0	0
OG0011640	0	0
OG0011641	0	0
OG0011642	0	0
OG0011643	0	0
OG0011644	0	0
OG0011645	0	0
OG0011646	0	0
OG0011647	0	0
OG0011648	0	0
OG0011649	0	0
OG0011650	0	0
OG0011651	0	0
OG0011652	0	0
OG0011653	0	0
OG0011654	0	0
OG0011655	0	0
OG0011656	0	0
OG0011657	0	0
OG0011658	0	0
OG0011659	0	0
OG0011660	0	0
OG0011661	0	0
OG0011662	0	0
OG0011663	0	0
OG0011664	0	0
OG0011665	0	0
OG0011666	0	0
OG0011667	0	0
OG0011668	0	0
OG0011669	0	0
OG0011670	0	0
OG0011671	0	0
OG0011672	0	0
OG0011673	0	0
OG0011674	0	0
OG0011675	0	0
OG0011676	0	0
OG0011677	0	0
OG0011678	0	0
OG0011679	0	0
OG0011680	1	1
OG0011681	2	1
OG0011682	0	0
OG0011683	0	0
OG0011684	0	0
OG0011685	0	0
OG0011686	0	0
OG0011687	0	0
OG0011688	0	0
OG0011689	0	0
OG0011690	0	0
OG0011691	0	0
OG0011692	0	0
OG0011693	0	0
OG0011694	0	0
OG0011695	0	0
OG0011696	0	0
OG0011697	0	0
OG0011698	0	0
OG0011699	0	0
OG0011700	0	0
OG0011701	0	0
OG0011702	0	0
OG0011703	0	0
OG0011704	0	0
OG0011705	0	0
OG0011706	0	0
OG0011707	0	0
OG0011708	0	0
OG0011709	0	0
OG0011710	0	0
OG0011711	0	0
OG0011712	0	0
OG0011713	0	0
OG0011714	0	0
OG0011715	0	0
OG0011716	0	0
OG0011717	0	0
OG0011718	0	0
OG0011719	0	0
OG0011720	0	0
OG0011721	0	0
OG0011722	0	0
OG0011723	0	0
OG0011724	0	0
OG0011725	0	0
OG0011726	0	0
OG0011727	0	0
OG0011728	0	0
OG0011729	0	0
OG0011730	0	0
OG0011731	0	0
OG0011732	0	0
OG0011733	0	0
OG0011734	0	0
OG0011735	0	0
OG0011736	0	0
OG0011737	0	0
OG0011738	0	0
OG0011739	0	0
OG0011740	0	0
OG0011741	0	0
OG0011742	0	0
OG0011743	0	0
OG0011744	0	0
OG0011745	0	0
OG0011746	0	0
OG0011747	0	0
OG0011748	0	0
OG0011749	0	0
OG0011750	0	0
OG0011751	0	0
OG0011752	0	0
OG0011753	0	0
OG0011754	0	0
OG0011755	0	0
OG0011756	0	0
OG0011757	0	0
OG0011758	0	0
OG0011759	0	0
OG0011760	0	0
OG0011761	0	0
OG0011762	0	0
OG0011763	0	0
OG0011764	0	0
OG0011765	0	0
OG0011766	0	0
OG0011767	0	0
OG0011768	0	0
OG0011769	0	0
OG0011770	0	0
OG0011771	0	0
OG0011772	0	0
OG0011773	0	0
OG0011774	0	0
OG0011775	0	0
OG0011776	0	0
OG0011777	0	0
OG0011778	0	0
OG0011779	0	0
OG0011780	0	0
OG0011781	0	0
OG0011782	0	0
OG0011783	0	0
OG0011784	0	0
OG0011785	0	0
OG0011786	0	0
OG0011787	0	0
OG0011788	0	0
OG0011789	0	0
OG0011790	0	0
OG0011791	0	0
OG0011792	0	0
OG0011793	0	0
OG0011794	0	0
OG0011795	0	0
OG0011796	0	0
OG0011797	0	0
OG0011798	0	0
OG0011799	0	0
OG0011800	0	0
OG0011801	0	0
OG0011802	0	0
OG0011803	0	0
OG0011804	0	0
OG0011805	0	0
OG0011806	0	0
OG0011807	0	0
OG0011808	0	0
OG0011809	0	0
OG0011810	0	0
OG0011811	0	0
OG0011812	0	0
OG0011813	0	0
OG0011814	0	0
OG0011815	0	0
OG0011816	0	0
OG0011817	0	0
OG0011818	0	0
OG0011819	0	0
OG0011820	0	0
OG0011821	0	0
OG0011822	0	0
OG0011823	0	0
OG0011824	0	0
OG0011825	0	0
OG0011826	0	0
OG0011827	0	0
OG0011828	0	0
OG0011829	0	0
OG0011830	0	0
OG0011831	0	0
OG0011832	0	0
OG0011833	0	0
OG0011834	0	0
OG0011835	0	0
OG0011836	0	0
OG0011837	0	0
OG0011838	0	0
OG0011839	0	0
OG0011840	0	0
OG0011841	0	0
OG0011842	0	0
OG0011843	0	0
OG0011844	0	0
OG0011845	0	0
OG0011846	0	0
OG0011847	0	0
OG0011848	0	0
OG0011849	0	0
OG0011850	0	0
OG0011851	0	0
OG0011852	0	0
OG0011853	0	0
OG0011854	0	0
OG0011855	0	0
OG0011856	0	0
OG0011857	0	0
OG0011858	0	0
OG0011859	0	0
OG0011860	0	0
OG0011861	0	0
OG0011862	1	0
OG0011863	0	0
OG0011864	0	0
OG0011865	0	0
OG0011866	0	0
OG0011867	0	0
OG0011868	0	0
OG0011869	1	1
OG0011870	0	0
OG0011871	0	0
OG0011872	0	0
OG0011873	0	0
OG0011874	0	0
OG0011875	0	0
OG0011876	0	0
OG0011877	0	0
OG0011878	0	0
OG0011879	0	0
OG0011880	0	0
OG0011881	0	0
OG0011882	0	0
OG0011883	0	0
OG0011884	1	1
OG0011885	0	0
OG0011886	0	0
OG0011887	0	0
OG0011888	0	0
OG0011889	0	0
OG0011890	0	0
OG0011891	0	0
OG0011892	0	0
OG0011893	0	0
OG0011894	0	0
OG0011895	0	0
OG0011896	0	0
OG0011897	0	0
OG0011898	0	0
OG0011899	0	0
OG0011900	0	0
OG0011901	0	0
OG0011902	0	0
OG0011903	0	0
OG0011904	0	0
OG0011905	0	0
OG0011906	0	0
OG0011907	0	0
OG0011908	0	0
OG0011909	0	0
OG0011910	0	0
OG0011911	0	0
OG0011912	0	0
OG0011913	0	0
OG0011914	0	0
OG0011915	0	0
OG0011916	0	0
OG0011917	0	0
OG0011918	1	1
OG0011919	0	0
OG0011920	0	0
OG0011921	0	0
OG0011922	0	0
OG0011923	0	0
OG0011924	0	0
OG0011925	0	0
OG0011926	0	0
OG0011927	0	0
OG0011928	0	0
OG0011929	0	0
OG0011930	0	0
OG0011931	0	0
OG0011932	0	0
OG0011933	0	0
OG0011934	0	0
OG0011935	0	0
OG0011936	0	0
OG0011937	0	0
OG0011938	0	0
OG0011939	0	0
OG0011940	0	0
OG0011941	0	0
OG0011942	0	0
OG0011943	0	0
OG0011944	0	0
OG0011945	0	0
OG0011946	0	0
OG0011947	0	0
OG0011948	0	0
OG0011949	0	0
OG0011950	0	0
OG0011951	0	0
OG0011952	0	0
OG0011953	0	0
OG0011954	0	0
OG0011955	0	0
OG0011956	0	0
OG0011957	0	0
OG0011958	2	2
OG0011959	0	0
OG0011960	0	0
OG0011961	0	0
OG0011962	0	0
OG0011963	0	0
OG0011964	0	0
OG0011965	0	0
OG0011966	0	0
OG0011967	0	0
OG0011968	0	0
OG0011969	0	0
OG0011970	0	0
OG0011971	0	0
OG0011972	0	0
OG0011973	0	0
OG0011974	0	0
OG0011975	0	0
OG0011976	0	0
OG0011977	0	0
OG0011978	0	0
OG0011979	0	0
OG0011980	0	0
OG0011981	0	0
OG0011982	0	0
OG0011983	0	0
OG0011984	0	0
OG0011985	0	0
OG0011986	0	0
OG0011987	0	0
OG0011988	0	0
OG0011989	0	0
OG0011990	0	0
OG0011991	0	0
OG0011992	1	1
OG0011993	0	0
OG0011994	0	0
OG0011995	0	0
OG0011996	0	0
OG0011997	0	0
OG0011998	0	0
OG0011999	0	0
OG0012000	0	0
OG0012001	0	0
OG0012002	0	0
OG0012003	0	0
OG0012004	0	0
OG0012005	0	0
OG0012006	0	0
OG0012007	0	0
OG0012008	0	0
OG0012009	0	0
OG0012010	0	0
OG0012011	0	0
OG0012012	0	0
OG0012013	0	0
OG0012014	0	0
OG0012015	0	0
OG0012016	0	0
OG0012017	0	0
OG0012018	0	0
OG0012019	0	0
OG0012020	0	0
OG0012021	1	1
OG0012022	0	0
OG0012023	0	0
OG0012024	0	0
OG0012025	0	0
OG0012026	0	0
OG0012027	1	1
OG0012028	0	0
OG0012029	0	0
OG0012030	0	0
OG0012031	0	0
OG0012032	0	0
OG0012033	0	0
OG0012034	0	0
OG0012035	0	0
OG0012036	0	0
OG0012037	1	1
OG0012038	0	0
OG0012039	1	1
OG0012040	0	0
OG0012041	0	0
OG0012042	0	0
OG0012043	0	0
OG0012044	0	0
OG0012045	0	0
OG0012046	0	0
OG0012047	0	0
OG0012048	0	0
OG0012049	0	0
OG0012050	0	0
OG0012051	0	0
OG0012052	0	0
OG0012053	0	0
OG0012054	0	0
OG0012055	0	0
OG0012056	0	0
OG0012057	0	0
OG0012058	0	0
OG0012059	0	0
OG0012060	0	0
OG0012061	0	0
OG0012062	0	0
OG0012063	0	0
OG0012064	0	0
OG0012065	0	0
OG0012066	0	0
OG0012067	0	0
OG0012068	0	0
OG0012069	0	0
OG0012070	0	0
OG0012071	0	0
OG0012072	0	0
OG0012073	0	0
OG0012074	0	0
OG0012075	0	0
OG0012076	0	0
OG0012077	0	0
OG0012078	0	0
OG0012079	0	0
OG0012080	0	0
OG0012081	0	0
OG0012082	0	0
OG0012083	0	0
OG0012084	0	0
OG0012085	0	0
OG0012086	0	0
OG0012087	0	0
OG0012088	0	0
OG0012089	0	0
OG0012090	1	0
OG0012091	0	0
OG0012092	0	0
OG0012093	0	0
OG0012094	0	0
OG0012095	0	0
OG0012096	0	0
OG0012097	0	0
OG0012098	0	0
OG0012099	0	0
OG0012100	0	0
OG0012101	0	0
OG0012102	0	0
OG0012103	0	0
OG0012104	0	0
OG0012105	0	0
OG0012106	0	0
OG0012107	0	0
OG0012108	0	0
OG0012109	0	0
OG0012110	0	0
OG0012111	0	0
OG0012112	0	0
OG0012113	0	0
OG0012114	0	0
OG0012115	1	1
OG0012116	0	0
OG0012117	0	0
OG0012118	0	0
OG0012119	0	0
OG0012120	0	0
OG0012121	0	0
OG0012122	0	0
OG0012123	0	0
OG0012124	0	0
OG0012125	0	0
OG0012126	0	0
OG0012127	0	0
OG0012128	0	0
OG0012129	0	0
OG0012130	0	0
OG0012131	0	0
OG0012132	0	0
OG0012133	1	0
OG0012134	0	0
OG0012135	0	0
OG0012136	0	0
OG0012137	0	0
OG0012138	0	0
OG0012139	0	0
OG0012140	0	0
OG0012141	0	0
OG0012142	0	0
OG0012143	0	0
OG0012144	0	0
OG0012145	0	0
OG0012146	0	0
OG0012147	0	0
OG0012148	0	0
OG0012149	0	0
OG0012150	0	0
OG0012151	0	0
OG0012152	0	0
OG0012153	0	0
OG0012154	0	0
OG0012155	0	0
OG0012156	0	0
OG0012157	0	0
OG0012158	0	0
OG0012159	0	0
OG0012160	0	0
OG0012161	0	0
OG0012162	0	0
OG0012163	0	0
OG0012164	0	0
OG0012165	0	0
OG0012166	0	0
OG0012167	0	0
OG0012168	0	0
OG0012169	0	0
OG0012170	0	0
OG0012171	0	0
OG0012172	0	0
OG0012173	0	0
OG0012174	0	0
OG0012175	0	0
OG0012176	0	0
OG0012177	0	0
OG0012178	0	0
OG0012179	0	0
OG0012180	0	0
OG0012181	0	0
OG0012182	0	0
OG0012183	0	0
OG0012184	0	0
OG0012185	0	0
OG0012186	0	0
OG0012187	0	0
OG0012188	0	0
OG0012189	0	0
OG0012190	0	0
OG0012191	0	0
OG0012192	0	0
OG0012193	0	0
OG0012194	0	0
OG0012195	0	0
OG0012196	0	0
OG0012197	1	1
OG0012198	0	0
OG0012199	0	0
OG0012200	0	0
OG0012201	0	0
OG0012202	0	0
OG0012203	0	0
OG0012204	0	0
OG0012205	0	0
OG0012206	0	0
OG0012207	0	0
OG0012208	0	0
OG0012209	0	0
OG0012210	0	0
OG0012211	0	0
OG0012212	0	0
OG0012213	0	0
OG0012214	0	0
OG0012215	0	0
OG0012216	0	0
OG0012217	0	0
OG0012218	1	1
OG0012219	0	0
OG0012220	0	0
OG0012221	0	0
OG0012222	0	0
OG0012223	0	0
OG0012224	0	0
OG0012225	0	0
OG0012226	0	0
OG0012227	0	0
OG0012228	0	0
OG0012229	0	0
OG0012230	0	0
OG0012231	0	0
OG0012232	0	0
OG0012233	0	0
OG0012234	0	0
OG0012235	0	0
OG0012236	0	0
OG0012237	0	0
OG0012238	0	0
OG0012239	0	0
OG0012240	0	0
OG0012241	0	0
OG0012242	0	0
OG0012243	0	0
OG0012244	0	0
OG0012245	0	0
OG0012246	0	0
OG0012247	0	0
OG0012248	0	0
OG0012249	0	0
OG0012250	0	0
OG0012251	0	0
OG0012252	0	0
OG0012253	0	0
OG0012254	0	0
OG0012255	0	0
OG0012256	0	0
OG0012257	0	0
OG0012258	0	0
OG0012259	0	0
OG0012260	0	0
OG0012261	0	0
OG0012262	0	0
OG0012263	1	1
OG0012264	0	0
OG0012265	0	0
OG0012266	0	0
OG0012267	0	0
OG0012268	0	0
OG0012269	0	0
OG0012270	0	0
OG0012271	0	0
OG0012272	0	0
OG0012273	2	1
OG0012274	1	1
OG0012275	1	1
OG0012276	0	0
OG0012277	0	0
OG0012278	0	0
OG0012279	0	0
OG0012280	0	0
OG0012281	0	0
OG0012282	0	0
OG0012283	0	0
OG0012284	0	0
OG0012285	0	0
OG0012286	0	0
OG0012287	0	0
OG0012288	0	0
OG0012289	2	1
OG0012290	0	0
OG0012291	0	0
OG0012292	0	0
OG0012293	0	0
OG0012294	0	0
OG0012295	0	0
OG0012296	0	0
OG0012297	0	0
OG0012298	0	0
OG0012299	0	0
OG0012300	0	0
OG0012301	0	0
OG0012302	0	0
OG0012303	0	0
OG0012304	0	0
OG0012305	0	0
OG0012306	0	0
OG0012307	0	0
OG0012308	0	0
OG0012309	0	0
OG0012310	0	0
OG0012311	0	0
OG0012312	0	0
OG0012313	0	0
OG0012314	0	0
OG0012315	0	0
OG0012316	0	0
OG0012317	0	0
OG0012318	0	0
OG0012319	0	0
OG0012320	0	0
OG0012321	0	0
OG0012322	0	0
OG0012323	0	0
OG0012324	0	0
OG0012325	0	0
OG0012326	0	0
OG0012327	0	0
OG0012328	0	0
OG0012329	0	0
OG0012330	0	0
OG0012331	0	0
OG0012332	0	0
OG0012333	0	0
OG0012334	0	0
OG0012335	0	0
OG0012336	0	0
OG0012337	0	0
OG0012338	0	0
OG0012339	0	0
OG0012340	0	0
OG0012341	0	0
OG0012342	0	0
OG0012343	0	0
OG0012344	0	0
OG0012345	0	0
OG0012346	0	0
OG0012347	0	0
OG0012348	0	0
OG0012349	0	0
OG0012350	0	0
OG0012351	0	0
OG0012352	0	0
OG0012353	0	0
OG0012354	0	0
OG0012355	0	0
OG0012356	0	0
OG0012357	0	0
OG0012358	0	0
OG0012359	0	0
OG0012360	0	0
OG0012361	0	0
OG0012362	0	0
OG0012363	0	0
OG0012364	0	0
OG0012365	0	0
OG0012366	1	1
OG0012367	0	0
OG0012368	0	0
OG0012369	0	0
OG0012370	0	0
OG0012371	0	0
OG0012372	0	0
OG0012373	0	0
OG0012374	0	0
OG0012375	0	0
OG0012376	0	0
OG0012377	0	0
OG0012378	0	0
OG0012379	0	0
OG0012380	0	0
OG0012381	0	0
OG0012382	0	0
OG0012383	0	0
OG0012384	0	0
OG0012385	0	0
OG0012386	0	0
OG0012387	0	0
OG0012388	0	0
OG0012389	0	0
OG0012390	0	0
OG0012391	0	0
OG0012392	0	0
OG0012393	0	0
OG0012394	0	0
OG0012395	0	0
OG0012396	0	0
OG0012397	0	0
OG0012398	0	0
OG0012399	0	0
OG0012400	1	1
OG0012401	0	0
OG0012402	0	0
OG0012403	0	0
OG0012404	0	0
OG0012405	0	0
OG0012406	0	0
OG0012407	0	0
OG0012408	0	0
OG0012409	0	0
OG0012410	0	0
OG0012411	0	0
OG0012412	0	0
OG0012413	0	0
OG0012414	0	0
OG0012415	0	0
OG0012416	0	0
OG0012417	0	0
OG0012418	0	0
OG0012419	0	0
OG0012420	0	0
OG0012421	0	0
OG0012422	0	0
OG0012423	0	0
OG0012424	0	0
OG0012425	0	0
OG0012426	0	0
OG0012427	1	0
OG0012428	0	0
OG0012429	0	0
OG0012430	0	0
OG0012431	0	0
OG0012432	0	0
OG0012433	0	0
OG0012434	0	0
OG0012435	0	0
OG0012436	0	0
OG0012437	0	0
OG0012438	0	0
OG0012439	0	0
OG0012440	0	0
OG0012441	0	0
OG0012442	0	0
OG0012443	0	0
OG0012444	0	0
OG0012445	0	0
OG0012446	0	0
OG0012447	0	0
OG0012448	0	0
OG0012449	0	0
OG0012450	0	0
OG0012451	0	0
OG0012452	0	0
OG0012453	0	0
OG0012454	0	0
OG0012455	0	0
OG0012456	0	0
OG0012457	0	0
OG0012458	0	0
OG0012459	0	0
OG0012460	0	0
OG0012461	0	0
OG0012462	0	0
OG0012463	0	0
OG0012464	0	0
OG0012465	0	0
OG0012466	0	0
OG0012467	0	0
OG0012468	0	0
OG0012469	0	0
OG0012470	0	0
OG0012471	1	1
OG0012472	0	0
OG0012473	0	0
OG0012474	0	0
OG0012475	0	0
OG0012476	0	0
OG0012477	0	0
OG0012478	0	0
OG0012479	0	0
OG0012480	0	0
OG0012481	0	0
OG0012482	0	0
OG0012483	0	0
OG0012484	0	0
OG0012485	0	0
OG0012486	0	0
OG0012487	0	0
OG0012488	0	0
