Orthogroup	Duplications (all)	Duplications (50% support)
OG0012489	0	0
OG0012490	0	0
OG0012491	0	0
OG0012492	0	0
OG0012493	0	0
OG0012494	0	0
OG0012495	1	1
OG0012496	0	0
OG0012497	0	0
OG0012498	0	0
OG0012499	0	0
OG0012500	0	0
OG0012501	0	0
OG0012502	0	0
OG0012503	0	0
OG0012504	0	0
OG0012505	0	0
OG0012506	0	0
OG0012507	0	0
OG0012508	0	0
OG0012509	0	0
OG0012510	0	0
OG0012511	0	0
OG0012512	0	0
OG0012513	0	0
OG0012514	0	0
OG0012515	0	0
OG0012516	0	0
OG0012517	0	0
OG0012518	2	1
OG0012519	0	0
OG0012520	0	0
OG0012521	0	0
OG0012522	0	0
OG0012523	0	0
OG0012524	0	0
OG0012525	0	0
OG0012526	0	0
OG0012527	0	0
OG0012528	0	0
OG0012529	0	0
OG0012530	0	0
OG0012531	0	0
OG0012532	1	1
OG0012533	0	0
OG0012534	1	1
OG0012535	1	0
OG0012536	0	0
OG0012537	0	0
OG0012538	0	0
OG0012539	0	0
OG0012540	0	0
OG0012541	0	0
OG0012542	0	0
OG0012543	0	0
OG0012544	0	0
OG0012545	0	0
OG0012546	0	0
OG0012547	0	0
OG0012548	0	0
OG0012549	0	0
OG0012550	0	0
OG0012551	0	0
OG0012552	0	0
OG0012553	0	0
OG0012554	0	0
OG0012555	0	0
OG0012556	0	0
OG0012557	0	0
OG0012558	0	0
OG0012559	0	0
OG0012560	0	0
OG0012561	0	0
OG0012562	0	0
OG0012563	0	0
OG0012564	0	0
OG0012565	0	0
OG0012566	0	0
OG0012567	0	0
OG0012568	0	0
OG0012569	0	0
OG0012570	0	0
OG0012571	0	0
OG0012572	0	0
OG0012573	0	0
OG0012574	0	0
OG0012575	0	0
OG0012576	0	0
OG0012577	0	0
OG0012578	0	0
OG0012579	0	0
OG0012580	1	0
OG0012581	0	0
OG0012582	0	0
OG0012583	1	1
OG0012584	0	0
OG0012585	0	0
OG0012586	0	0
OG0012587	0	0
OG0012588	0	0
OG0012589	0	0
OG0012590	0	0
OG0012591	0	0
OG0012592	0	0
OG0012593	0	0
OG0012594	0	0
OG0012595	0	0
OG0012596	0	0
OG0012597	0	0
OG0012598	0	0
OG0012599	0	0
OG0012600	0	0
OG0012601	0	0
OG0012602	0	0
OG0012603	0	0
OG0012604	0	0
OG0012605	0	0
OG0012606	0	0
OG0012607	0	0
OG0012608	0	0
OG0012609	0	0
OG0012610	0	0
OG0012611	0	0
OG0012612	0	0
OG0012613	0	0
OG0012614	0	0
OG0012615	0	0
OG0012616	0	0
OG0012617	0	0
OG0012618	0	0
OG0012619	0	0
OG0012620	0	0
OG0012621	0	0
OG0012622	0	0
OG0012623	0	0
OG0012624	0	0
OG0012625	0	0
OG0012626	1	1
OG0012627	0	0
OG0012628	0	0
OG0012629	0	0
OG0012630	0	0
OG0012631	0	0
OG0012632	0	0
OG0012633	0	0
OG0012634	0	0
OG0012635	0	0
OG0012636	0	0
OG0012637	0	0
OG0012638	0	0
OG0012639	0	0
OG0012640	0	0
OG0012641	0	0
OG0012642	0	0
OG0012643	0	0
OG0012644	0	0
OG0012645	0	0
OG0012646	0	0
OG0012647	0	0
OG0012648	0	0
OG0012649	0	0
OG0012650	0	0
OG0012651	0	0
OG0012652	0	0
OG0012653	0	0
OG0012654	0	0
OG0012655	0	0
OG0012656	0	0
OG0012657	0	0
OG0012658	0	0
OG0012659	0	0
OG0012660	0	0
OG0012661	0	0
OG0012662	0	0
OG0012663	0	0
OG0012664	0	0
OG0012665	0	0
OG0012666	0	0
OG0012667	0	0
OG0012668	0	0
OG0012669	0	0
OG0012670	0	0
OG0012671	0	0
OG0012672	0	0
OG0012673	0	0
OG0012674	0	0
OG0012675	2	1
OG0012676	0	0
OG0012677	0	0
OG0012678	0	0
OG0012679	0	0
OG0012680	0	0
OG0012681	1	0
OG0012682	0	0
OG0012683	0	0
OG0012684	0	0
OG0012685	0	0
OG0012686	0	0
OG0012687	0	0
OG0012688	0	0
OG0012689	0	0
OG0012690	0	0
OG0012691	1	1
OG0012692	0	0
OG0012693	0	0
OG0012694	0	0
OG0012695	0	0
OG0012696	0	0
OG0012697	0	0
OG0012698	0	0
OG0012699	0	0
OG0012700	0	0
OG0012701	0	0
OG0012702	0	0
OG0012703	0	0
OG0012704	0	0
OG0012705	1	0
OG0012706	0	0
OG0012707	1	0
OG0012708	0	0
OG0012709	0	0
OG0012710	0	0
OG0012711	0	0
OG0012712	0	0
OG0012713	0	0
OG0012714	0	0
OG0012715	0	0
OG0012716	0	0
OG0012717	0	0
OG0012718	0	0
OG0012719	0	0
OG0012720	0	0
OG0012721	0	0
OG0012722	0	0
OG0012723	0	0
OG0012724	0	0
OG0012725	0	0
OG0012726	0	0
OG0012727	0	0
OG0012728	0	0
OG0012729	0	0
OG0012730	0	0
OG0012731	0	0
OG0012732	0	0
OG0012733	0	0
OG0012734	0	0
OG0012735	0	0
OG0012736	0	0
OG0012737	0	0
OG0012738	0	0
OG0012739	0	0
OG0012740	0	0
OG0012741	0	0
OG0012742	0	0
OG0012743	0	0
OG0012744	0	0
OG0012745	0	0
OG0012746	0	0
OG0012747	0	0
OG0012748	0	0
OG0012749	0	0
OG0012750	0	0
OG0012751	2	2
OG0012752	0	0
OG0012753	1	0
OG0012754	0	0
OG0012755	0	0
OG0012756	0	0
OG0012757	2	1
OG0012758	0	0
OG0012759	0	0
OG0012760	0	0
OG0012761	0	0
OG0012762	0	0
OG0012763	0	0
OG0012764	0	0
OG0012765	0	0
OG0012766	0	0
OG0012767	0	0
OG0012768	0	0
OG0012769	0	0
OG0012770	0	0
OG0012771	0	0
OG0012772	0	0
OG0012773	0	0
OG0012774	0	0
OG0012775	0	0
OG0012776	0	0
OG0012777	1	1
OG0012778	0	0
OG0012779	0	0
OG0012780	0	0
OG0012781	0	0
OG0012782	0	0
OG0012783	0	0
OG0012784	1	1
OG0012785	0	0
OG0012786	0	0
OG0012787	0	0
OG0012788	0	0
OG0012789	0	0
OG0012790	0	0
OG0012791	0	0
OG0012792	0	0
OG0012793	0	0
OG0012794	0	0
OG0012795	0	0
OG0012796	0	0
OG0012797	0	0
OG0012798	0	0
OG0012799	0	0
OG0012800	0	0
OG0012801	0	0
OG0012802	0	0
OG0012803	0	0
OG0012804	0	0
OG0012805	0	0
OG0012806	0	0
OG0012807	0	0
OG0012808	0	0
OG0012809	0	0
OG0012810	0	0
OG0012811	0	0
OG0012812	0	0
OG0012813	0	0
OG0012814	0	0
OG0012815	0	0
OG0012816	0	0
OG0012817	0	0
OG0012818	0	0
OG0012819	0	0
OG0012820	0	0
OG0012821	4	4
OG0012822	0	0
OG0012823	0	0
OG0012824	0	0
OG0012825	0	0
OG0012826	0	0
OG0012827	0	0
OG0012828	0	0
OG0012829	0	0
OG0012830	0	0
OG0012831	0	0
OG0012832	0	0
OG0012833	0	0
OG0012834	0	0
OG0012835	0	0
OG0012836	0	0
OG0012837	0	0
OG0012838	0	0
OG0012839	0	0
OG0012840	0	0
OG0012841	0	0
OG0012842	0	0
OG0012843	0	0
OG0012844	0	0
OG0012845	0	0
OG0012846	0	0
OG0012847	0	0
OG0012848	0	0
OG0012849	0	0
OG0012850	0	0
OG0012851	0	0
OG0012852	0	0
OG0012853	0	0
OG0012854	0	0
OG0012855	0	0
OG0012856	0	0
OG0012857	0	0
OG0012858	0	0
OG0012859	0	0
OG0012860	0	0
OG0012861	0	0
OG0012862	0	0
OG0012863	0	0
OG0012864	0	0
OG0012865	0	0
OG0012866	0	0
OG0012867	0	0
OG0012868	0	0
OG0012869	0	0
OG0012870	0	0
OG0012871	0	0
OG0012872	0	0
OG0012873	0	0
OG0012874	0	0
OG0012875	0	0
OG0012876	0	0
OG0012877	0	0
OG0012878	0	0
OG0012879	0	0
OG0012880	0	0
OG0012881	0	0
OG0012882	0	0
OG0012883	0	0
OG0012884	0	0
OG0012885	0	0
OG0012886	0	0
OG0012887	0	0
OG0012888	0	0
OG0012889	0	0
OG0012890	0	0
OG0012891	0	0
OG0012892	0	0
OG0012893	0	0
OG0012894	0	0
OG0012895	0	0
OG0012896	0	0
OG0012897	0	0
OG0012898	0	0
OG0012899	0	0
OG0012900	0	0
OG0012901	0	0
OG0012902	0	0
OG0012903	0	0
OG0012904	0	0
OG0012905	0	0
OG0012906	0	0
OG0012907	0	0
OG0012908	0	0
OG0012909	0	0
OG0012910	0	0
OG0012911	0	0
OG0012912	0	0
OG0012913	0	0
OG0012914	0	0
OG0012915	0	0
OG0012916	0	0
OG0012917	0	0
OG0012918	0	0
OG0012919	1	1
OG0012920	0	0
OG0012921	0	0
OG0012922	0	0
OG0012923	0	0
OG0012924	0	0
OG0012925	0	0
OG0012926	0	0
OG0012927	0	0
OG0012928	0	0
OG0012929	0	0
OG0012930	0	0
OG0012931	0	0
OG0012932	0	0
OG0012933	0	0
OG0012934	0	0
OG0012935	0	0
OG0012936	0	0
OG0012937	0	0
OG0012938	0	0
OG0012939	0	0
OG0012940	0	0
OG0012941	0	0
OG0012942	0	0
OG0012943	0	0
OG0012944	0	0
OG0012945	0	0
OG0012946	0	0
OG0012947	0	0
OG0012948	0	0
OG0012949	0	0
OG0012950	0	0
OG0012951	0	0
OG0012952	0	0
OG0012953	0	0
OG0012954	0	0
OG0012955	0	0
OG0012956	0	0
OG0012957	0	0
OG0012958	0	0
OG0012959	0	0
OG0012960	0	0
OG0012961	0	0
OG0012962	0	0
OG0012963	0	0
OG0012964	0	0
OG0012965	0	0
OG0012966	0	0
OG0012967	0	0
OG0012968	0	0
OG0012969	0	0
OG0012970	0	0
OG0012971	0	0
OG0012972	0	0
OG0012973	0	0
OG0012974	0	0
OG0012975	0	0
OG0012976	0	0
OG0012977	0	0
OG0012978	0	0
OG0012979	0	0
OG0012980	0	0
OG0012981	0	0
OG0012982	0	0
OG0012983	0	0
OG0012984	0	0
OG0012985	0	0
OG0012986	0	0
OG0012987	0	0
OG0012988	0	0
OG0012989	0	0
OG0012990	0	0
OG0012991	0	0
OG0012992	0	0
OG0012993	0	0
OG0012994	0	0
OG0012995	0	0
OG0012996	0	0
OG0012997	0	0
OG0012998	0	0
OG0012999	0	0
OG0013000	0	0
OG0013001	0	0
OG0013002	0	0
OG0013003	0	0
OG0013004	0	0
OG0013005	0	0
OG0013006	0	0
OG0013007	0	0
OG0013008	0	0
OG0013009	0	0
OG0013010	0	0
OG0013011	0	0
OG0013012	0	0
OG0013013	0	0
OG0013014	0	0
OG0013015	0	0
OG0013016	0	0
OG0013017	0	0
OG0013018	0	0
OG0013019	0	0
OG0013020	1	1
OG0013021	0	0
OG0013022	0	0
OG0013023	0	0
OG0013024	0	0
OG0013025	0	0
OG0013026	0	0
OG0013027	0	0
OG0013028	0	0
OG0013029	0	0
OG0013030	0	0
OG0013031	0	0
OG0013032	0	0
OG0013033	0	0
OG0013034	0	0
OG0013035	0	0
OG0013036	0	0
OG0013037	0	0
OG0013038	0	0
OG0013039	0	0
OG0013040	0	0
OG0013041	0	0
OG0013042	0	0
OG0013043	0	0
OG0013044	0	0
OG0013045	0	0
OG0013046	0	0
OG0013047	0	0
OG0013048	0	0
OG0013049	0	0
OG0013050	0	0
OG0013051	0	0
OG0013052	0	0
OG0013053	0	0
OG0013054	0	0
OG0013055	0	0
OG0013056	0	0
OG0013057	0	0
OG0013058	0	0
OG0013059	0	0
OG0013060	0	0
OG0013061	0	0
OG0013062	0	0
OG0013063	0	0
OG0013064	0	0
OG0013065	0	0
OG0013066	0	0
OG0013067	0	0
OG0013068	0	0
OG0013069	0	0
OG0013070	0	0
OG0013071	0	0
OG0013072	0	0
OG0013073	0	0
OG0013074	0	0
OG0013075	0	0
OG0013076	0	0
OG0013077	0	0
OG0013078	0	0
OG0013079	0	0
OG0013080	0	0
OG0013081	0	0
OG0013082	0	0
OG0013083	0	0
OG0013084	0	0
OG0013085	0	0
OG0013086	0	0
OG0013087	0	0
OG0013088	0	0
OG0013089	0	0
OG0013090	0	0
OG0013091	0	0
OG0013092	0	0
OG0013093	0	0
OG0013094	0	0
OG0013095	0	0
OG0013096	0	0
OG0013097	0	0
OG0013098	0	0
OG0013099	0	0
OG0013100	0	0
OG0013101	0	0
OG0013102	0	0
OG0013103	0	0
OG0013104	0	0
OG0013105	0	0
OG0013106	0	0
OG0013107	0	0
OG0013108	0	0
OG0013109	0	0
OG0013110	0	0
OG0013111	0	0
OG0013112	0	0
OG0013113	0	0
OG0013114	0	0
OG0013115	0	0
OG0013116	0	0
OG0013117	0	0
OG0013118	0	0
OG0013119	0	0
OG0013120	0	0
OG0013121	0	0
OG0013122	0	0
OG0013123	0	0
OG0013124	0	0
OG0013125	0	0
OG0013126	0	0
OG0013127	0	0
OG0013128	0	0
OG0013129	0	0
OG0013130	0	0
OG0013131	0	0
OG0013132	0	0
OG0013133	0	0
OG0013134	0	0
OG0013135	0	0
OG0013136	0	0
OG0013137	0	0
OG0013138	0	0
OG0013139	0	0
OG0013140	0	0
OG0013141	0	0
OG0013142	0	0
OG0013143	0	0
OG0013144	0	0
OG0013145	0	0
OG0013146	0	0
OG0013147	0	0
OG0013148	0	0
OG0013149	0	0
OG0013150	0	0
OG0013151	0	0
OG0013152	0	0
OG0013153	0	0
OG0013154	0	0
OG0013155	0	0
OG0013156	0	0
OG0013157	0	0
OG0013158	0	0
OG0013159	0	0
OG0013160	0	0
OG0013161	0	0
OG0013162	0	0
OG0013163	0	0
OG0013164	0	0
OG0013165	0	0
OG0013166	0	0
OG0013167	0	0
OG0013168	0	0
OG0013169	0	0
OG0013170	0	0
OG0013171	0	0
OG0013172	0	0
OG0013173	0	0
OG0013174	0	0
OG0013175	0	0
OG0013176	0	0
OG0013177	0	0
OG0013178	1	1
OG0013179	0	0
OG0013180	0	0
OG0013181	0	0
OG0013182	0	0
OG0013183	0	0
OG0013184	0	0
OG0013185	0	0
OG0013186	0	0
OG0013187	0	0
OG0013188	0	0
OG0013189	0	0
OG0013190	0	0
OG0013191	0	0
OG0013192	0	0
OG0013193	0	0
OG0013194	0	0
OG0013195	0	0
OG0013196	0	0
OG0013197	0	0
OG0013198	0	0
OG0013199	0	0
OG0013200	0	0
OG0013201	0	0
OG0013202	0	0
OG0013203	0	0
OG0013204	0	0
OG0013205	0	0
OG0013206	0	0
OG0013207	0	0
OG0013208	0	0
OG0013209	0	0
OG0013210	0	0
OG0013211	1	1
OG0013212	0	0
OG0013213	0	0
OG0013214	0	0
OG0013215	0	0
OG0013216	0	0
OG0013217	0	0
OG0013218	0	0
OG0013219	0	0
OG0013220	0	0
OG0013221	0	0
OG0013222	0	0
OG0013223	0	0
OG0013224	0	0
OG0013225	0	0
OG0013226	0	0
OG0013227	0	0
OG0013228	0	0
OG0013229	0	0
OG0013230	0	0
OG0013231	0	0
OG0013232	0	0
OG0013233	0	0
OG0013234	0	0
OG0013235	0	0
OG0013236	0	0
OG0013237	0	0
OG0013238	0	0
OG0013239	0	0
OG0013240	0	0
OG0013241	0	0
OG0013242	0	0
OG0013243	0	0
OG0013244	0	0
OG0013245	0	0
OG0013246	0	0
OG0013247	0	0
OG0013248	2	1
OG0013249	0	0
OG0013250	1	1
OG0013251	0	0
OG0013252	0	0
OG0013253	0	0
OG0013254	0	0
OG0013255	0	0
OG0013256	0	0
OG0013257	0	0
OG0013258	0	0
OG0013259	0	0
OG0013260	0	0
OG0013261	0	0
OG0013262	0	0
OG0013263	0	0
OG0013264	0	0
OG0013265	0	0
OG0013266	0	0
OG0013267	0	0
OG0013268	0	0
OG0013269	0	0
OG0013270	0	0
OG0013271	0	0
OG0013272	1	1
OG0013273	0	0
OG0013274	0	0
OG0013275	0	0
OG0013276	0	0
OG0013277	0	0
OG0013278	0	0
OG0013279	0	0
OG0013280	0	0
OG0013281	0	0
OG0013282	0	0
OG0013283	0	0
OG0013284	0	0
OG0013285	0	0
OG0013286	0	0
OG0013287	0	0
OG0013288	0	0
OG0013289	0	0
OG0013290	0	0
OG0013291	0	0
OG0013292	0	0
OG0013293	0	0
OG0013294	0	0
OG0013295	0	0
OG0013296	0	0
OG0013297	0	0
OG0013298	0	0
OG0013299	0	0
OG0013300	0	0
OG0013301	0	0
OG0013302	0	0
OG0013303	0	0
OG0013304	0	0
OG0013305	0	0
OG0013306	0	0
OG0013307	0	0
OG0013308	0	0
OG0013309	0	0
OG0013310	0	0
OG0013311	0	0
OG0013312	0	0
OG0013313	0	0
OG0013314	0	0
OG0013315	0	0
OG0013316	0	0
OG0013317	0	0
OG0013318	0	0
OG0013319	0	0
OG0013320	0	0
OG0013321	0	0
OG0013322	0	0
OG0013323	0	0
OG0013324	0	0
OG0013325	0	0
OG0013326	0	0
OG0013327	0	0
OG0013328	0	0
OG0013329	0	0
OG0013330	0	0
OG0013331	0	0
OG0013332	0	0
OG0013333	0	0
OG0013334	0	0
OG0013335	1	1
OG0013336	0	0
OG0013337	0	0
OG0013338	0	0
OG0013339	0	0
OG0013340	0	0
OG0013341	0	0
OG0013342	0	0
OG0013343	0	0
OG0013344	0	0
OG0013345	0	0
OG0013346	0	0
OG0013347	0	0
OG0013348	0	0
OG0013349	2	2
OG0013350	0	0
OG0013351	0	0
OG0013352	0	0
OG0013353	1	1
OG0013354	0	0
OG0013355	0	0
OG0013356	2	2
OG0013357	0	0
OG0013358	0	0
OG0013359	0	0
OG0013360	0	0
OG0013361	0	0
OG0013362	0	0
OG0013363	0	0
OG0013364	0	0
OG0013365	0	0
OG0013366	0	0
OG0013367	0	0
OG0013368	0	0
OG0013369	0	0
OG0013370	0	0
OG0013371	0	0
OG0013372	0	0
OG0013373	0	0
OG0013374	0	0
OG0013375	0	0
OG0013376	0	0
OG0013377	0	0
OG0013378	0	0
OG0013379	0	0
OG0013380	0	0
OG0013381	0	0
OG0013382	0	0
OG0013383	0	0
OG0013384	0	0
OG0013385	0	0
OG0013386	0	0
OG0013387	0	0
OG0013388	0	0
OG0013389	0	0
OG0013390	0	0
OG0013391	0	0
OG0013392	0	0
OG0013393	0	0
OG0013394	0	0
OG0013395	0	0
OG0013396	0	0
OG0013397	0	0
OG0013398	0	0
OG0013399	0	0
OG0013400	0	0
OG0013401	0	0
OG0013402	0	0
OG0013403	0	0
OG0013404	0	0
OG0013405	0	0
OG0013406	0	0
OG0013407	0	0
OG0013408	0	0
OG0013409	0	0
OG0013410	0	0
OG0013411	0	0
OG0013412	0	0
OG0013413	0	0
OG0013414	0	0
OG0013415	0	0
OG0013416	0	0
OG0013417	0	0
OG0013418	0	0
OG0013419	0	0
OG0013420	0	0
OG0013421	0	0
OG0013422	0	0
OG0013423	0	0
OG0013424	0	0
OG0013425	0	0
OG0013426	0	0
OG0013427	0	0
OG0013428	0	0
OG0013429	0	0
OG0013430	0	0
OG0013431	0	0
OG0013432	0	0
OG0013433	0	0
OG0013434	0	0
OG0013435	0	0
OG0013436	0	0
OG0013437	0	0
OG0013438	0	0
OG0013439	0	0
OG0013440	0	0
OG0013441	0	0
OG0013442	0	0
OG0013443	0	0
OG0013444	0	0
OG0013445	0	0
OG0013446	0	0
OG0013447	0	0
OG0013448	0	0
OG0013449	0	0
OG0013450	0	0
OG0013451	0	0
OG0013452	0	0
OG0013453	0	0
OG0013454	0	0
OG0013455	0	0
OG0013456	0	0
OG0013457	0	0
OG0013458	0	0
OG0013459	0	0
OG0013460	0	0
OG0013461	0	0
OG0013462	0	0
OG0013463	0	0
OG0013464	0	0
OG0013465	0	0
OG0013466	0	0
OG0013467	0	0
OG0013468	0	0
OG0013469	0	0
OG0013470	0	0
OG0013471	0	0
OG0013472	0	0
OG0013473	0	0
OG0013474	0	0
OG0013475	0	0
OG0013476	0	0
OG0013477	0	0
OG0013478	0	0
OG0013479	0	0
OG0013480	0	0
OG0013481	0	0
OG0013482	0	0
OG0013483	0	0
OG0013484	0	0
OG0013485	0	0
OG0013486	0	0
OG0013487	0	0
OG0013488	0	0
OG0013489	0	0
OG0013490	0	0
OG0013491	0	0
OG0013492	0	0
OG0013493	0	0
OG0013494	0	0
OG0013495	0	0
OG0013496	0	0
OG0013497	0	0
OG0013498	0	0
OG0013499	0	0
OG0013500	0	0
OG0013501	0	0
OG0013502	0	0
OG0013503	0	0
OG0013504	0	0
OG0013505	0	0
OG0013506	0	0
OG0013507	0	0
OG0013508	0	0
OG0013509	0	0
OG0013510	0	0
OG0013511	0	0
OG0013512	0	0
OG0013513	0	0
OG0013514	0	0
OG0013515	0	0
OG0013516	0	0
OG0013517	0	0
OG0013518	0	0
OG0013519	0	0
OG0013520	0	0
OG0013521	0	0
OG0013522	0	0
OG0013523	0	0
OG0013524	0	0
OG0013525	0	0
OG0013526	0	0
OG0013527	0	0
OG0013528	0	0
OG0013529	0	0
OG0013530	0	0
OG0013531	0	0
OG0013532	0	0
OG0013533	0	0
OG0013534	0	0
OG0013535	0	0
OG0013536	0	0
OG0013537	0	0
OG0013538	0	0
OG0013539	0	0
OG0013540	0	0
OG0013541	0	0
OG0013542	0	0
OG0013543	0	0
OG0013544	0	0
OG0013545	0	0
OG0013546	0	0
OG0013547	0	0
OG0013548	0	0
OG0013549	0	0
OG0013550	0	0
OG0013551	0	0
OG0013552	0	0
OG0013553	0	0
OG0013554	0	0
OG0013555	0	0
OG0013556	0	0
OG0013557	0	0
OG0013558	0	0
OG0013559	0	0
OG0013560	0	0
OG0013561	0	0
OG0013562	1	1
OG0013563	0	0
OG0013564	0	0
OG0013565	0	0
OG0013566	0	0
OG0013567	0	0
OG0013568	0	0
OG0013569	0	0
OG0013570	0	0
OG0013571	0	0
OG0013572	0	0
OG0013573	0	0
OG0013574	0	0
OG0013575	0	0
OG0013576	0	0
OG0013577	0	0
OG0013578	0	0
OG0013579	0	0
OG0013580	0	0
OG0013581	0	0
OG0013582	0	0
OG0013583	0	0
OG0013584	0	0
OG0013585	0	0
OG0013586	1	1
OG0013587	0	0
OG0013588	0	0
OG0013589	0	0
OG0013590	0	0
OG0013591	0	0
OG0013592	0	0
OG0013593	0	0
OG0013594	0	0
OG0013595	0	0
OG0013596	0	0
OG0013597	0	0
OG0013598	0	0
OG0013599	0	0
OG0013600	0	0
OG0013601	0	0
OG0013602	0	0
OG0013603	0	0
OG0013604	0	0
OG0013605	0	0
OG0013606	0	0
OG0013607	0	0
OG0013608	0	0
OG0013609	1	1
OG0013610	0	0
OG0013611	0	0
OG0013612	0	0
OG0013613	0	0
OG0013614	0	0
OG0013615	0	0
OG0013616	0	0
OG0013617	0	0
OG0013618	0	0
OG0013619	0	0
OG0013620	0	0
OG0013621	0	0
OG0013622	0	0
OG0013623	0	0
OG0013624	0	0
OG0013625	0	0
OG0013626	0	0
OG0013627	0	0
OG0013628	0	0
OG0013629	0	0
OG0013630	0	0
OG0013631	0	0
OG0013632	0	0
OG0013633	0	0
OG0013634	0	0
OG0013635	0	0
OG0013636	0	0
OG0013637	0	0
OG0013638	0	0
OG0013639	0	0
OG0013640	0	0
OG0013641	0	0
OG0013642	0	0
OG0013643	0	0
OG0013644	0	0
OG0013645	0	0
OG0013646	0	0
OG0013647	0	0
OG0013648	0	0
OG0013649	0	0
OG0013650	0	0
OG0013651	0	0
OG0013652	0	0
OG0013653	0	0
OG0013654	0	0
OG0013655	0	0
OG0013656	0	0
OG0013657	0	0
OG0013658	0	0
OG0013659	0	0
OG0013660	0	0
OG0013661	0	0
OG0013662	0	0
OG0013663	0	0
OG0013664	0	0
OG0013665	0	0
OG0013666	0	0
OG0013667	0	0
OG0013668	0	0
OG0013669	0	0
OG0013670	0	0
OG0013671	0	0
OG0013672	1	0
OG0013673	0	0
OG0013674	0	0
OG0013675	0	0
OG0013676	0	0
OG0013677	0	0
OG0013678	0	0
OG0013679	0	0
OG0013680	0	0
OG0013681	0	0
OG0013682	0	0
OG0013683	0	0
OG0013684	0	0
OG0013685	1	1
OG0013686	0	0
OG0013687	0	0
OG0013688	0	0
OG0013689	0	0
OG0013690	0	0
OG0013691	0	0
OG0013692	0	0
OG0013693	0	0
OG0013694	0	0
OG0013695	0	0
OG0013696	0	0
OG0013697	0	0
OG0013698	0	0
OG0013699	0	0
OG0013700	0	0
OG0013701	0	0
OG0013702	0	0
OG0013703	0	0
OG0013704	0	0
OG0013705	0	0
OG0013706	0	0
OG0013707	0	0
OG0013708	0	0
OG0013709	0	0
OG0013710	0	0
OG0013711	0	0
OG0013712	0	0
OG0013713	0	0
OG0013714	0	0
OG0013715	0	0
OG0013716	0	0
OG0013717	0	0
OG0013718	0	0
OG0013719	0	0
OG0013720	0	0
OG0013721	0	0
OG0013722	0	0
OG0013723	0	0
OG0013724	0	0
OG0013725	0	0
OG0013726	0	0
OG0013727	0	0
OG0013728	0	0
OG0013729	0	0
OG0013730	0	0
OG0013731	0	0
OG0013732	0	0
OG0013733	0	0
OG0013734	0	0
OG0013735	0	0
OG0013736	0	0
OG0013737	0	0
OG0013738	0	0
OG0013739	0	0
OG0013740	0	0
OG0013741	0	0
OG0013742	0	0
OG0013743	0	0
OG0013744	0	0
OG0013745	0	0
OG0013746	0	0
OG0013747	0	0
OG0013748	0	0
OG0013749	0	0
OG0013750	0	0
OG0013751	0	0
OG0013752	0	0
OG0013753	0	0
OG0013754	0	0
OG0013755	1	1
OG0013756	0	0
OG0013757	0	0
OG0013758	0	0
OG0013759	0	0
OG0013760	0	0
OG0013761	0	0
OG0013762	0	0
OG0013763	0	0
OG0013764	0	0
OG0013765	0	0
OG0013766	0	0
OG0013767	0	0
OG0013768	0	0
OG0013769	0	0
OG0013770	0	0
OG0013771	0	0
OG0013772	0	0
OG0013773	0	0
OG0013774	0	0
OG0013775	0	0
OG0013776	0	0
OG0013777	0	0
OG0013778	0	0
OG0013779	0	0
OG0013780	0	0
OG0013781	0	0
OG0013782	0	0
OG0013783	0	0
OG0013784	0	0
OG0013785	0	0
OG0013786	0	0
OG0013787	0	0
OG0013788	0	0
OG0013789	0	0
OG0013790	0	0
OG0013791	0	0
OG0013792	0	0
OG0013793	0	0
OG0013794	0	0
OG0013795	0	0
OG0013796	0	0
OG0013797	0	0
OG0013798	0	0
OG0013799	0	0
OG0013800	0	0
OG0013801	0	0
OG0013802	0	0
OG0013803	1	1
OG0013804	0	0
OG0013805	0	0
OG0013806	0	0
OG0013807	0	0
OG0013808	0	0
OG0013809	0	0
OG0013810	1	1
OG0013811	0	0
OG0013812	0	0
OG0013813	0	0
OG0013814	0	0
OG0013815	0	0
OG0013816	0	0
OG0013817	0	0
OG0013818	0	0
OG0013819	0	0
OG0013820	0	0
OG0013821	0	0
OG0013822	0	0
OG0013823	0	0
OG0013824	0	0
OG0013825	0	0
OG0013826	0	0
OG0013827	0	0
OG0013828	0	0
OG0013829	0	0
OG0013830	0	0
OG0013831	0	0
OG0013832	0	0
OG0013833	0	0
OG0013834	0	0
OG0013835	0	0
OG0013836	0	0
OG0013837	0	0
OG0013838	0	0
OG0013839	0	0
OG0013840	0	0
OG0013841	0	0
OG0013842	0	0
OG0013843	0	0
OG0013844	0	0
OG0013845	0	0
OG0013846	0	0
OG0013847	0	0
OG0013848	0	0
OG0013849	0	0
OG0013850	0	0
OG0013851	0	0
OG0013852	0	0
OG0013853	0	0
OG0013854	0	0
OG0013855	0	0
OG0013856	0	0
OG0013857	0	0
OG0013858	0	0
OG0013859	0	0
OG0013860	0	0
OG0013861	0	0
OG0013862	0	0
OG0013863	0	0
OG0013864	0	0
OG0013865	0	0
OG0013866	0	0
OG0013867	0	0
OG0013868	0	0
OG0013869	0	0
OG0013870	0	0
OG0013871	0	0
OG0013872	0	0
OG0013873	0	0
OG0013874	0	0
OG0013875	0	0
OG0013876	0	0
OG0013877	0	0
OG0013878	0	0
OG0013879	0	0
OG0013880	0	0
OG0013881	0	0
OG0013882	0	0
OG0013883	0	0
OG0013884	0	0
OG0013885	0	0
